rate_hits,cycles_leak,cycles_decode,total_time
0.89,1786.87,94584.1,0.0107242
0.91,1788.82,94601.7,0.0107264
0.8,1784.14,94653.9,0.0107317
0.93,1784.17,94620,0.0107279
1,1793.82,94568.1,0.0107225
0.38,1785.74,94642.4,0.0107305
0.26,1848.66,94574,0.0107301
1,1790.32,94577,0.0107231
1,1828.42,94524.9,0.0107216
0.25,1794.97,94530.1,0.0107196
0.3,1780.34,94624.5,0.0107279
0.99,1780.3,94614.1,0.0107261
0.16,1787.62,94594.4,0.0107254
0.3,1781.04,94575,0.0107225
1,1793.92,94627.1,0.010729
1,1798.83,94575.1,0.0107239
1,1783.87,94635.4,0.0107289
0.28,1782.57,94637.7,0.0107296
0.34,1775.8,94649.9,0.0107306
0.86,1782.27,94674.1,0.0107337
0.2,1779.98,94672.2,0.0107332
1,1853.63,94674.6,0.010741
1,1786.49,94616.3,0.010727
0.99,1805.24,94589.6,0.0107265
1,1785.2,94612,0.0107263
1,1792,94601.4,0.010726
1,1786.96,94631.4,0.0107288
1,1783.99,94637.9,0.0107291
0.28,1783.51,94694.7,0.0107361
1,1792.67,94606.6,0.0107266
1,1789.45,94602.1,0.0107258
0.91,1782.37,94566.4,0.0107217
0.37,1823.29,94648.5,0.0107355
0.3,1800.22,94575.6,0.0107247
0.24,1778.55,94609.9,0.0107261
0.2,1777.7,94597.9,0.0107247
0.79,1784.57,94610.2,0.0107268
1,1790.06,94578,0.0107232
0.7,1783.77,94635.3,0.0107295
1,1783.78,94615.3,0.0107266
1,1805.05,94664,0.0107345
0.58,1789.51,94613.5,0.0107278
0.88,1784.54,94615,0.0107274
1,1785.24,94631.9,0.0107286
0.81,1782.88,94644.1,0.0107304
1,1786.48,94636.3,0.0107292
0.93,1786.03,94639.4,0.0107302
0.93,1778.97,94688.5,0.0107349
0.22,1787.88,94639.1,0.0107304
0.81,1784.87,94615.2,0.0107275
1,1786.43,94648.6,0.0107306
1,1792.72,94711.5,0.0107383
0.17,1795.88,94632.2,0.0107305
0.98,1785.42,94611.3,0.0107264
0.85,1801.61,94635.7,0.0107315
0.9,1783.19,94662.8,0.0107325
1,1788.69,94676,0.0107339
0.24,1846.96,94753.5,0.01075
0.34,1795.88,94608.5,0.0107283
0.86,1779.49,94654.9,0.0107317
1,1783.1,94670.5,0.0107326
0.61,1785.81,94631.2,0.0107293
1,1800.29,94625.1,0.0107295
1,1789.66,94665.5,0.0107329
0.16,1780.79,94672.5,0.0107333
0.15,1786.61,94615.5,0.0107276
0.44,1782.25,94520.6,0.0107167
0.23,1781.04,94625.3,0.0107285
0.83,1794.64,94510.4,0.0107169
0.93,1786.24,94510.5,0.0107159
0.99,1784.91,94560.9,0.0107207
0.91,1781.36,94517.4,0.0107166
1,1791.8,94511.8,0.0107159
1,1796.61,94567.3,0.0107226
0.3,1794.96,94515.9,0.0107176
